Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,strain,tissue
SRR12868299,RNA-Seq,300,14316003600,PRJNA669810,SAMN16458106,Model organism or animal,4310469322,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334378,Illumina NovaSeq 6000,JU2565_GZ_B2_E1_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:41:00Z,1,JU2565_GZ_B2_E1_GZpool_01_2019,hermaphrodite,SRP288011,JU2565,whole animals
SRR12868300,RNA-Seq,300,19649082300,PRJNA669810,SAMN16458105,Model organism or animal,5983234949,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334377,Illumina NovaSeq 6000,JU2534_GZ_B9_E4_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:07:00Z,1,JU2534_GZ_B9_E4_GZpool_08_2020,hermaphrodite,SRP288011,JU2534,whole animals
SRR12868301,RNA-Seq,300,5452992300,PRJNA669810,SAMN16457903,Model organism or animal,1653298172,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334376,Illumina NovaSeq 6000,ECA349_GZ_B2_A4_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:22:00Z,1,ECA349_GZ_B2_A4_GZpool_01_2019,hermaphrodite,SRP288011,ECA349,whole animals
SRR12868302,RNA-Seq,300,7467776400,PRJNA669810,SAMN16457902,Model organism or animal,2287492436,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334375,Illumina NovaSeq 6000,ECA348_GZr_B6_A3_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:28:00Z,1,ECA348_GZr_B6_A3_GZpool_08_2020,hermaphrodite,SRP288011,ECA348,whole animals
SRR12868303,RNA-Seq,300,9658738500,PRJNA669810,SAMN16457901,Model organism or animal,2932611197,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334374,Illumina NovaSeq 6000,ECA348_GZ_B8_A3_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:30:00Z,1,ECA348_GZ_B8_A3_GZpool_06_2019,hermaphrodite,SRP288011,ECA348,whole animals
SRR12868304,RNA-Seq,300,13759478400,PRJNA669810,SAMN16457838,Model organism or animal,4243658952,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334373,Illumina NovaSeq 6000,BRC20263_GZ_B7_I6_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:51:00Z,1,BRC20263_GZ_B7_I6_GZpool_04_2019,hermaphrodite,SRP288011,BRC20263,whole animals
SRR12868305,RNA-Seq,300,8281836600,PRJNA669810,SAMN16457900,Model organism or animal,2585154307,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334372,Illumina NovaSeq 6000,ECA348_GZ_B6_D1_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:31:00Z,1,ECA348_GZ_B6_D1_GZpool_04_2019,hermaphrodite,SRP288011,ECA348,whole animals
SRR12868306,RNA-Seq,300,8893252800,PRJNA669810,SAMN16457899,Model organism or animal,2676881387,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334371,Illumina NovaSeq 6000,ECA259_GZr_B3_A5_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:36:00Z,1,ECA259_GZr_B3_A5_GZpool_07_2020,hermaphrodite,SRP288011,ECA259,whole animals
SRR12868307,RNA-Seq,300,9944450100,PRJNA669810,SAMN16457898,Model organism or animal,3015491677,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334370,Illumina NovaSeq 6000,ECA259_GZ_B7_G4_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:30:00Z,1,ECA259_GZ_B7_G4_GZpool_06_2019,hermaphrodite,SRP288011,ECA259,whole animals
SRR12868308,RNA-Seq,300,5024023200,PRJNA669810,SAMN16457897,Model organism or animal,1532912310,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334369,Illumina NovaSeq 6000,ECA259_GZ_B3_D2_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:23:00Z,1,ECA259_GZ_B3_D2_GZpool_03_2019,hermaphrodite,SRP288011,ECA259,whole animals
SRR12868309,RNA-Seq,300,9565262100,PRJNA669810,SAMN16457896,Model organism or animal,2881579242,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334368,Illumina NovaSeq 6000,ECA251_GZ_B4_E7_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:58:00Z,1,ECA251_GZ_B4_E7_GZpool_05_2019,hermaphrodite,SRP288011,ECA251,whole animals
SRR12868310,RNA-Seq,300,10921960500,PRJNA669810,SAMN16457895,Model organism or animal,3369154251,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334367,Illumina NovaSeq 6000,ECA251_GZ_B3_I5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:42:00Z,1,ECA251_GZ_B3_I5_GZpool_03_2019,hermaphrodite,SRP288011,ECA251,whole animals
SRR12868311,RNA-Seq,300,5983265400,PRJNA669810,SAMN16457894,Model organism or animal,1803118634,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334366,Illumina NovaSeq 6000,ECA251_GZ_B1_C9_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:27:00Z,1,ECA251_GZ_B1_C9_GZpool_01_2019,hermaphrodite,SRP288011,ECA251,whole animals
SRR12868312,RNA-Seq,300,9402417000,PRJNA669810,SAMN16457893,Model organism or animal,2881970460,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334365,Illumina NovaSeq 6000,ECA250_GZr_B5_D8_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:30:00Z,1,ECA250_GZr_B5_D8_GZpool_08_2020,hermaphrodite,SRP288011,ECA250,whole animals
SRR12868313,RNA-Seq,300,9544700100,PRJNA669810,SAMN16457892,Model organism or animal,2938026101,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334364,Illumina NovaSeq 6000,ECA250_GZ_B7_E7_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:38:00Z,1,ECA250_GZ_B7_E7_GZpool_06_2019,hermaphrodite,SRP288011,ECA250,whole animals
SRR12868314,RNA-Seq,300,9507834600,PRJNA669810,SAMN16458439,Model organism or animal,2865682762,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334363,Illumina NovaSeq 6000,XZ1516_GZ_B5_A8_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:35:00Z,1,XZ1516_GZ_B5_A8_GZpool_05_2019,hermaphrodite,SRP288011,XZ1516,whole animals
SRR12868315,RNA-Seq,300,5356027800,PRJNA669810,SAMN16458438,Model organism or animal,1636976338,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334362,Illumina NovaSeq 6000,XZ1516_GZ_B2_G5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:26:00Z,1,XZ1516_GZ_B2_G5_GZpool_03_2019,hermaphrodite,SRP288011,XZ1516,whole animals
SRR12868316,RNA-Seq,300,11126250600,PRJNA669810,SAMN16458437,Model organism or animal,3338120132,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334361,Illumina NovaSeq 6000,XZ1516_GZ_B2_C5_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T18:10:00Z,1,XZ1516_GZ_B2_C5_GZpool_01_2019,hermaphrodite,SRP288011,XZ1516,whole animals
SRR12868317,RNA-Seq,300,6835214100,PRJNA669810,SAMN16458436,Model organism or animal,2057962025,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334360,Illumina NovaSeq 6000,XZ1515_GZ_B8_I9_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:31:00Z,1,XZ1515_GZ_B8_I9_GZpool_07_2020,hermaphrodite,SRP288011,XZ1515,whole animals
SRR12868318,RNA-Seq,300,8465720100,PRJNA669810,SAMN16458435,Model organism or animal,2574096819,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334359,Illumina NovaSeq 6000,XZ1515_GZ_B8_I8_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:30:00Z,1,XZ1515_GZ_B8_I8_GZpool_05_2019,hermaphrodite,SRP288011,XZ1515,whole animals
SRR12868319,RNA-Seq,261,6842247725,PRJNA669810,SAMN16458434,Model organism or animal,2088111956,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334358,Illumina NovaSeq 6000,XZ1515_GZ_B8_I6_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:30:00Z,1,XZ1515_GZ_B8_I6_GZpool_03_2019,hermaphrodite,SRP288011,XZ1515,whole animals
SRR12868320,RNA-Seq,300,8124686700,PRJNA669810,SAMN16458433,Model organism or animal,2428083707,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334357,Illumina NovaSeq 6000,XZ1513_GZ_B8_I5_GZpool_07_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:34:00Z,1,XZ1513_GZ_B8_I5_GZpool_07_2020,hermaphrodite,SRP288011,XZ1513,whole animals
SRR12868321,RNA-Seq,300,8894526900,PRJNA669810,SAMN16458432,Model organism or animal,2682073681,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334356,Illumina NovaSeq 6000,XZ1513_GZ_B8_F6_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:33:00Z,1,XZ1513_GZ_B8_F6_GZpool_05_2019,hermaphrodite,SRP288011,XZ1513,whole animals
SRR12868322,RNA-Seq,239,8653419701,PRJNA669810,SAMN16458431,Model organism or animal,2644190235,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334355,Illumina NovaSeq 6000,XZ1513_GZ_B8_D5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:38:00Z,1,XZ1513_GZ_B8_D5_GZpool_03_2019,hermaphrodite,SRP288011,XZ1513,whole animals
SRR12868323,RNA-Seq,300,9162216600,PRJNA669810,SAMN16457891,Model organism or animal,2852269092,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334354,Illumina NovaSeq 6000,ECA250_GZ_B7_C1_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:46:00Z,1,ECA250_GZ_B7_C1_GZpool_04_2019,hermaphrodite,SRP288011,ECA250,whole animals
SRR12868324,RNA-Seq,300,65529148500,PRJNA669810,SAMN16457837,Model organism or animal,20663410511,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334353,Illumina NovaSeq 6000,BRC20263_GZ_B7_I9_GZpool_02_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T19:52:00Z,1,BRC20263_GZ_B7_I9_GZpool_02_2019,hermaphrodite,SRP288011,BRC20263,whole animals
SRR12868325,RNA-Seq,300,7961649600,PRJNA669810,SAMN16458278,Model organism or animal,2456983756,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334352,Illumina NovaSeq 6000,MY772_GZ_B6_B9_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:37:00Z,1,MY772_GZ_B6_B9_GZpool_04_2019,hermaphrodite,SRP288011,MY772,whole animals
SRR12868326,RNA-Seq,300,10095144600,PRJNA669810,SAMN16458277,Model organism or animal,3066364788,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334351,Illumina NovaSeq 6000,MY772_GZ_B1_G4_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:35:00Z,1,MY772_GZ_B1_G4_GZpool_01_2019,hermaphrodite,SRP288011,MY772,whole animals
SRR12868327,RNA-Seq,300,8343348900,PRJNA669810,SAMN16458276,Model organism or animal,2573801718,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334350,Illumina NovaSeq 6000,MY518_GZ_B6_G9_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:39:00Z,1,MY518_GZ_B6_G9_GZpool_06_2019,hermaphrodite,SRP288011,MY518,whole animals
SRR12868328,RNA-Seq,300,7349523900,PRJNA669810,SAMN16458275,Model organism or animal,2264900469,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334349,Illumina NovaSeq 6000,MY518_GZ_B6_B8_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:30:00Z,1,MY518_GZ_B6_B8_GZpool_04_2019,hermaphrodite,SRP288011,MY518,whole animals
SRR12868329,RNA-Seq,300,8384676000,PRJNA669810,SAMN16458274,Model organism or animal,2558806336,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",young adult,SRX9334348,Illumina NovaSeq 6000,MY518_GZ_B1_G3_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:33:00Z,1,MY518_GZ_B1_G3_GZpool_01_2019,hermaphrodite,SRP288011,MY518,whole animals
SRR12868330,RNA-Seq,300,8149679100,PRJNA669810,SAMN16458273,Model organism or animal,2528335101,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334347,Illumina NovaSeq 6000,MY2713_GZ_B6_G8_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:33:00Z,1,MY2713_GZ_B6_G8_GZpool_06_2019,hermaphrodite,SRP288011,MY2713,whole animals
SRR12868331,RNA-Seq,300,6931319400,PRJNA669810,SAMN16458272,Model organism or animal,2174901079,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334346,Illumina NovaSeq 6000,MY2713_GZ_B6_B7_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:41:00Z,1,MY2713_GZ_B6_B7_GZpool_04_2019,hermaphrodite,SRP288011,MY2713,whole animals
SRR12868332,RNA-Seq,300,6066259800,PRJNA669810,SAMN16458271,Model organism or animal,1835729641,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334345,Illumina NovaSeq 6000,MY2713_GZ_B1_G2_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:35:00Z,1,MY2713_GZ_B1_G2_GZpool_01_2019,hermaphrodite,SRP288011,MY2713,whole animals
SRR12868333,RNA-Seq,300,12093654600,PRJNA669810,SAMN16457875,Model organism or animal,3668817876,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334344,Illumina NovaSeq 6000,CX11315_GZ_B8_F8_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:44:00Z,1,CX11315_GZ_B8_F8_GZpool_06_2019,hermaphrodite,SRP288011,CX11315,whole animals
SRR12868334,RNA-Seq,300,8705924400,PRJNA669810,SAMN16458270,Model organism or animal,2683767214,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334343,Illumina NovaSeq 6000,MY2585_GZr_B6_B6_GZpool_08_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:46:00Z,1,MY2585_GZr_B6_B6_GZpool_08_2020,hermaphrodite,SRP288011,MY2585,whole animals
SRR12868335,RNA-Seq,300,10732322700,PRJNA669810,SAMN16458269,Model organism or animal,3315662200,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334342,Illumina NovaSeq 6000,MY2585_GZ_B8_A7_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:40:00Z,1,MY2585_GZ_B8_A7_GZpool_06_2019,hermaphrodite,SRP288011,MY2585,whole animals
SRR12868336,RNA-Seq,300,9077824500,PRJNA669810,SAMN16458268,Model organism or animal,2794758562,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",young adult,SRX9334341,Illumina NovaSeq 6000,MY2585_GZ_B6_G7_GZpool_04_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:40:00Z,1,MY2585_GZ_B6_G7_GZpool_04_2019,hermaphrodite,SRP288011,MY2585,whole animals
SRR12868337,RNA-Seq,300,8270628000,PRJNA669810,SAMN16458267,Model organism or animal,2485069015,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",young adult,SRX9334340,Illumina NovaSeq 6000,MY2573_GZ_B5_A4_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:33:00Z,1,MY2573_GZ_B5_A4_GZpool_05_2019,hermaphrodite,SRP288011,MY2573,whole animals
SRR12868338,RNA-Seq,300,11592885000,PRJNA669810,SAMN16458266,Model organism or animal,3567753691,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334339,Illumina NovaSeq 6000,MY2573_GZ_B2_I5_GZpool_03_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:40:00Z,1,MY2573_GZ_B2_I5_GZpool_03_2019,hermaphrodite,SRP288011,MY2573,whole animals
SRR12868339,RNA-Seq,300,11090320500,PRJNA669810,SAMN16458265,Model organism or animal,3346845173,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334338,Illumina NovaSeq 6000,MY2573_GZ_B2_F8_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:38:00Z,1,MY2573_GZ_B2_F8_GZpool_01_2019,hermaphrodite,SRP288011,MY2573,whole animals
SRR12868340,RNA-Seq,300,12272767500,PRJNA669810,SAMN16458264,Model organism or animal,3801032972,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334337,Illumina NovaSeq 6000,MY23_GZm_B6_E3_GZpool_0407_2020,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:42:00Z,1,MY23_GZm_B6_E3_GZpool_0407_2020,hermaphrodite,SRP288011,MY23,whole animals
SRR12868341,RNA-Seq,300,10913325300,PRJNA669810,SAMN16458263,Model organism or animal,3332294739,NORTHWESTERN UNIVERSITY,public,Biological replicate 2,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",young adult,SRX9334336,Illumina NovaSeq 6000,MY23_GZ_B6_G6_GZpool_06_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:44:00Z,1,MY23_GZ_B6_G6_GZpool_06_2019,hermaphrodite,SRP288011,MY23,whole animals
SRR12868342,RNA-Seq,300,6881763900,PRJNA669810,SAMN16458262,Model organism or animal,2072778012,NORTHWESTERN UNIVERSITY,public,Biological replicate 1,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",young adult,SRX9334335,Illumina NovaSeq 6000,MY23_GZ_B1_F9_GZpool_01_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:36:00Z,1,MY23_GZ_B1_F9_GZpool_01_2019,hermaphrodite,SRP288011,MY23,whole animals
SRR12868343,RNA-Seq,300,8833628700,PRJNA669810,SAMN16458261,Model organism or animal,2687423417,NORTHWESTERN UNIVERSITY,public,Biological replicate 3,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",young adult,SRX9334334,Illumina NovaSeq 6000,MY2212_GZ_B5_A3_GZpool_05_2019,PAIRED,PolyA,TRANSCRIPTOMIC,Caenorhabditis elegans,ILLUMINA,2022-02-10T00:00:00Z,2020-10-21T17:38:00Z,1,MY2212_GZ_B5_A3_GZpool_05_2019,hermaphrodite,SRP288011,MY2212,whole animals
